"customer_id","store_id","first_name","last_name","email","address_id","activebool","create_date","last_update","active","address_id","address","address2","district","city_id","postal_code","phone","last_update","city","country"
67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,71,true,2006-02-14,2013-05-26 14:49:45.738,1,71,"1586 Guaruj Place","",Hunan,579,"5135","947233365992",2006-02-15 09:45:30.000,Xiangtan,China
68,1,Nicole,Peterson,nicole.peterson@sakilacustomer.org,72,true,2006-02-14,2013-05-26 14:49:45.738,1,72,"57 Arlington Manor","",Madhya Pradesh,475,"48960","990214419142",2006-02-15 09:45:30.000,Shivapuri,India
69,2,Judy,Gray,judy.gray@sakilacustomer.org,73,true,2006-02-14,2013-05-26 14:49:45.738,1,73,"1031 Daugavpils Parkway","",Bchar,63,"59025","107137400143",2006-02-15 09:45:30.000,Bchar,Algeria
70,2,Christina,Ramirez,christina.ramirez@sakilacustomer.org,74,true,2006-02-14,2013-05-26 14:49:45.738,1,74,"1124 Buenaventura Drive","",Mekka,13,"6856","407733804223",2006-02-15 09:45:30.000,al-Hawiya,Saudi Arabia
71,1,Kathy,James,kathy.james@sakilacustomer.org,75,true,2006-02-14,2013-05-26 14:49:45.738,1,75,"492 Cam Ranh Street","",Eastern Visayas,61,"50805","565018274456",2006-02-15 09:45:30.000,Baybay,Philippines
72,2,Theresa,Watson,theresa.watson@sakilacustomer.org,76,true,2006-02-14,2013-05-26 14:49:45.738,1,76,"89 Allappuzha (Alleppey) Manor","",National Capital Reg,517,"75444","255800440636",2006-02-15 09:45:30.000,Taguig,Philippines
73,2,Beverly,Brooks,beverly.brooks@sakilacustomer.org,77,true,2006-02-14,2013-05-26 14:49:45.738,1,77,"1947 Poos de Caldas Boulevard","",Chiayi,114,"60951","427454485876",2006-02-15 09:45:30.000,Chiayi,Taiwan
74,1,Denise,Kelly,denise.kelly@sakilacustomer.org,78,true,2006-02-14,2013-05-26 14:49:45.738,1,78,"1206 Dos Quebradas Place","",So Paulo,431,"20207","241832790687",2006-02-15 09:45:30.000,Rio Claro,Brazil
75,2,Tammy,Sanders,tammy.sanders@sakilacustomer.org,79,true,2006-02-14,2013-05-26 14:49:45.738,1,79,"1551 Rampur Lane","",Changhwa,108,"72394","251164340471",2006-02-15 09:45:30.000,Changhwa,Taiwan
76,2,Irene,Price,irene.price@sakilacustomer.org,80,true,2006-02-14,2013-05-26 14:49:45.738,1,80,"602 Paarl Street","",Pavlodar,402,"98889","896314772871",2006-02-15 09:45:30.000,Pavlodar,Kazakstan
77,2,Jane,Bennett,jane.bennett@sakilacustomer.org,81,true,2006-02-14,2013-05-26 14:49:45.738,1,81,"1692 Ede Loop","",So Paulo,30,"9223","918711376618",2006-02-15 09:45:30.000,Araatuba,Brazil
78,1,Lori,Wood,lori.wood@sakilacustomer.org,82,true,2006-02-14,2013-05-26 14:49:45.738,1,82,"936 Salzburg Lane","",Uttar Pradesh,425,"96709","875756771675",2006-02-15 09:45:30.000,Rae Bareli,India
79,1,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83,true,2006-02-14,2013-05-26 14:49:45.738,1,83,"586 Tete Way","",Kanagawa,256,"1079","18581624103",2006-02-15 09:45:30.000,Kamakura,Japan
80,1,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84,true,2006-02-14,2013-05-26 14:49:45.738,1,84,"1888 Kabul Drive","",Oyo & Osun,217,"20936","701457319790",2006-02-15 09:45:30.000,Ife,Nigeria
81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85,true,2006-02-14,2013-05-26 14:49:45.738,1,85,"320 Baiyin Parkway","",Mahajanga,319,"37307","223664661973",2006-02-15 09:45:30.000,Mahajanga,Madagascar
82,1,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86,true,2006-02-14,2013-05-26 14:49:45.738,1,86,"927 Baha Blanca Parkway","",Krim,479,"9495","821972242086",2006-02-15 09:45:30.000,Simferopol,Ukraine
83,1,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87,true,2006-02-14,2013-05-26 14:49:45.738,1,87,"929 Tallahassee Loop","",Gauteng,497,"74671","800716535041",2006-02-15 09:45:30.000,Springs,South Africa
84,2,Sara,Perry,sara.perry@sakilacustomer.org,88,true,2006-02-14,2013-05-26 14:49:45.738,1,88,"125 Citt del Vaticano Boulevard","",Puebla,40,"67912","48417642933",2006-02-15 09:45:30.000,Atlixco,Mexico
85,2,Anne,Powell,anne.powell@sakilacustomer.org,89,true,2006-02-14,2013-05-26 14:49:45.738,1,89,"1557 Ktahya Boulevard","",England,88,"88002","720998247660",2006-02-15 09:45:30.000,Bradford,United Kingdom
86,2,Jacqueline,Long,jacqueline.long@sakilacustomer.org,90,true,2006-02-14,2013-05-26 14:49:45.738,1,90,"870 Ashqelon Loop","",Songkhla,489,"84931","135117278909",2006-02-15 09:45:30.000,Songkhla,Thailand
87,1,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91,true,2006-02-14,2013-05-26 14:49:45.738,1,91,"1740 Portoviejo Avenue","",Sucre,480,"29932","198123170793",2006-02-15 09:45:30.000,Sincelejo,Colombia
88,2,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,92,true,2006-02-14,2013-05-26 14:49:45.738,1,92,"1942 Ciparay Parkway","",Cheju,113,"82624","978987363654",2006-02-15 09:45:30.000,Cheju,South Korea
89,1,Julia,Flores,julia.flores@sakilacustomer.org,93,true,2006-02-14,2013-05-26 14:49:45.738,1,93,"1926 El Alto Avenue","",Buenos Aires,289,"75543","846225459260",2006-02-15 09:45:30.000,La Plata,Argentina
90,2,Ruby,Washington,ruby.washington@sakilacustomer.org,94,true,2006-02-14,2013-05-26 14:49:45.738,1,94,"1952 Chatsworth Drive","",Guangdong,332,"25958","991562402283",2006-02-15 09:45:30.000,Meixian,China
91,2,Lois,Butler,lois.butler@sakilacustomer.org,95,true,2006-02-14,2013-05-26 14:49:45.738,1,95,"1370 Le Mans Avenue","",Brunei and Muara,53,"52163","345679835036",2006-02-15 09:45:30.000,Bandar Seri Begawan,Brunei
92,2,Tina,Simmons,tina.simmons@sakilacustomer.org,96,true,2006-02-14,2013-05-26 14:49:45.738,1,96,"984 Effon-Alaiye Avenue","",Gois,183,"17119","132986892228",2006-02-15 09:45:30.000,Goinia,Brazil
93,1,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97,true,2006-02-14,2013-05-26 14:49:45.738,1,97,"832 Nakhon Sawan Manor","",Inner Mongolia,592,"49021","275595571388",2006-02-15 09:45:30.000,Zalantun,China
94,1,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98,true,2006-02-14,2013-05-26 14:49:45.738,1,98,"152 Kitwe Parkway","",Caraga,82,"53182","835433605312",2006-02-15 09:45:30.000,Bislig,Philippines
95,2,Paula,Bryant,paula.bryant@sakilacustomer.org,99,true,2006-02-14,2013-05-26 14:49:45.738,1,99,"1697 Tanauan Lane","",Punjab,399,"22870","4764773857",2006-02-15 09:45:30.000,Pathankot,India
96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,100,true,2006-02-14,2013-05-26 14:49:45.738,1,100,"1308 Arecibo Way","",Georgia,41,"30695","6171054059",2006-02-15 09:45:30.000,Augusta-Richmond County,United States
97,2,Annie,Russell,annie.russell@sakilacustomer.org,101,true,2006-02-14,2013-05-26 14:49:45.738,1,101,"1599 Plock Drive","",Tete,534,"71986","817248913162",2006-02-15 09:45:30.000,Tete,Mozambique
98,1,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102,true,2006-02-14,2013-05-26 14:49:45.738,1,102,"669 Firozabad Loop","",Abu Dhabi,12,"92265","412903167998",2006-02-15 09:45:30.000,al-Ayn,United Arab Emirates
99,2,Emily,Diaz,emily.diaz@sakilacustomer.org,103,true,2006-02-14,2013-05-26 14:49:45.738,1,103,"588 Vila Velha Manor","",Kyongsangbuk,268,"51540","333339908719",2006-02-15 09:45:30.000,Kimchon,South Korea
100,1,Robin,Hayes,robin.hayes@sakilacustomer.org,104,true,2006-02-14,2013-05-26 14:49:45.738,1,104,"1913 Kamakura Place","",Lipetsk,238,"97287","942570536750",2006-02-15 09:45:30.000,Jelets,Russian Federation
101,1,Peggy,Myers,peggy.myers@sakilacustomer.org,105,true,2006-02-14,2013-05-26 14:49:45.738,1,105,"733 Mandaluyong Place","",Asir,2,"77459","196568435814",2006-02-15 09:45:30.000,Abha,Saudi Arabia
102,1,Crystal,Ford,crystal.ford@sakilacustomer.org,106,true,2006-02-14,2013-05-26 14:49:45.738,1,106,"659 Vaduz Drive","",Ha Darom,34,"49708","709935135487",2006-02-15 09:45:30.000,Ashdod,Israel
103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107,true,2006-02-14,2013-05-26 14:49:45.738,1,107,"1177 Jelets Way","",Kwara & Kogi,220,"3305","484292626944",2006-02-15 09:45:30.000,Ilorin,Nigeria
104,1,Rita,Graham,rita.graham@sakilacustomer.org,108,true,2006-02-14,2013-05-26 14:49:45.738,1,108,"1386 Yangor Avenue","",Provence-Alpes-Cte,543,"80720","449216226468",2006-02-15 09:45:30.000,Toulon,France
105,1,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,109,true,2006-02-14,2013-05-26 14:49:45.738,1,109,"454 Nakhon Sawan Boulevard","",Funafuti,173,"76383","963887147572",2006-02-15 09:45:30.000,Funafuti,Tuvalu
106,1,Connie,Wallace,connie.wallace@sakilacustomer.org,110,true,2006-02-14,2013-05-26 14:49:45.738,1,110,"1867 San Juan Bautista Tuxtepec Avenue","",Ivanovo,225,"78311","547003310357",2006-02-15 09:45:30.000,Ivanovo,Russian Federation
107,1,Florence,Woods,florence.woods@sakilacustomer.org,111,true,2006-02-14,2013-05-26 14:49:45.738,1,111,"1532 Dzerzinsk Way","",Buenos Aires,334,"9599","330838016880",2006-02-15 09:45:30.000,Merlo,Argentina
108,1,Tracy,Cole,tracy.cole@sakilacustomer.org,112,true,2006-02-14,2013-05-26 14:49:45.738,1,112,"1002 Ahmadnagar Manor","",Mxico,213,"93026","371490777743",2006-02-15 09:45:30.000,Huixquilucan,Mexico
109,2,Edna,West,edna.west@sakilacustomer.org,113,true,2006-02-14,2013-05-26 14:49:45.738,1,113,"682 Junan Way","",North West,273,"30418","622255216127",2006-02-15 09:45:30.000,Klerksdorp,South Africa
110,2,Tiffany,Jordan,tiffany.jordan@sakilacustomer.org,114,true,2006-02-14,2013-05-26 14:49:45.738,1,114,"804 Elista Drive","",Hubei,159,"61069","379804592943",2006-02-15 09:45:30.000,Enshi,China
111,1,Carmen,Owens,carmen.owens@sakilacustomer.org,115,true,2006-02-14,2013-05-26 14:49:45.738,1,115,"1378 Alvorada Avenue","",Distrito Federal,102,"75834","272234298332",2006-02-15 09:45:30.000,Caracas,Venezuela
112,2,Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,116,true,2006-02-14,2013-05-26 14:49:45.738,1,116,"793 Cam Ranh Avenue","",California,292,"87057","824370924746",2006-02-15 09:45:30.000,Lancaster,United States
113,2,Cindy,Fisher,cindy.fisher@sakilacustomer.org,117,true,2006-02-14,2013-05-26 14:49:45.738,1,117,"1079 Tel Aviv-Jaffa Boulevard","",Sucre,132,"10885","358178933857",2006-02-15 09:45:30.000,Cuman,Venezuela
114,2,Grace,Ellis,grace.ellis@sakilacustomer.org,118,true,2006-02-14,2013-05-26 14:49:45.738,1,118,"442 Rae Bareli Place","",Nordrhein-Westfalen,148,"24321","886636413768",2006-02-15 09:45:30.000,Duisburg,Germany
115,1,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119,true,2006-02-14,2013-05-26 14:49:45.738,1,119,"1107 Nakhon Sawan Avenue","",Mxico,365,"75149","867546627903",2006-02-15 09:45:30.000,Nezahualcyotl,Mexico
116,1,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120,true,2006-02-14,2013-05-26 14:49:45.738,1,120,"544 Malm Parkway","",Central Java,403,"63502","386759646229",2006-02-15 09:45:30.000,Pemalang,Indonesia
